,Word,Tag,Score,avg
2513,disassociate,v,0.354599424,0.354599424
2514,disassociation,n,0.31712,0.31712
2515,disaster,n,-8.4416,-8.4416
2516,disavow,v,-2.48832,-2.48832
2517,disavowal,n,-2.330637312,-2.330637312
2518,disbelief,n,-2.48832,-2.48832
2519,disbelieve,v,0.31586859,0.31586859
2520,disbursal,n,0.375532032,0.375532032
2521,disbursement,n,0.014197146,0.014197146
2522,disceptation,n,0.31712,0.31712
2523,discern,v,3.97664,3.97664
2524,discernment,n,-1.26848,-1.26848
2525,discharge,n,-2.48832,-2.48832
2527,disclaim,v,-2.48832,-2.48832
2528,disclaimer,n,0.499323494,0.499323494
2529,disco_biscuit,n,-0.31712,-0.31712
2530,discombobulate,v,0.95136,0.95136
2531,discombobulation,n,0.31712,0.31712
2532,discomfit,v,0.542465836,0.542465836
2533,discomfiture,n,-0.01665116,-0.01665116
2534,discomfort,n,-6.95328,-6.95328
2535,discommode,v,0.31712,0.31712
2536,discompose,v,0.027055303,0.027055303
2537,discomposure,n,0.161921085,0.161921085
2538,disconcert,v,0.094246158,0.094246158
2539,disconcertion,n,-0.239659243,-0.239659243
2540,disconcertment,n,-0.032234461,-0.032234461
2541,disconnect,v,0.31712,0.31712
2542,discontent,n,0.159505531,0.159505531
2543,discontentedness,n,0.039698121,0.039698121
2544,discontentment,n,0.183756653,0.183756653
2545,discord,n,0.232417792,0.232417792
2546,discordance,n,-0.218220646,-0.218220646
2547,discourage,v,-6.95328,-6.95328
2548,discouragement,n,-3.752728064,-3.752728064
2549,discourse,v,-0.416102912,-0.416102912
2550,discourtesy,n,0.31712,0.31712
2551,discoverer,n,-0.31712,-0.31712
2552,discredit,v,-1.777629316,-1.777629316
2553,discreetness,n,-1.248308736,-1.248308736
2554,discretion,n,4.742250189,4.742250189
2555,discriminate,v,-2.48832,-2.48832
2556,discuss,v,2.24741673,2.24741673
2557,disdain,n,-5.46496,-2.41536
2559,disdainfulness,n,0.31712,0.31712
2560,disease,n,-2.48832,-2.48832
2561,diseased_person,n,0.31712,0.31712
2562,disembroil,v,-0.029685817,-0.029685817
2563,disenable,v,0.673997517,0.673997517
2564,disenchant,v,0.232417792,0.232417792
2565,disencumber,v,-0.116233646,-0.116233646
2566,disengage,v,-0.31712,-0.31712
2567,disengagement,n,0.31712,0.31712
2568,disentangle,v,-0.116294001,-0.116294001
2569,disfavor,n,0.375532032,0.375532032
2570,disfavour,n,0.014197146,0.014197146
2571,disgorge,v,0.31712,0.31712
2572,disgorgement,n,0.31712,0.31712
2573,disgrace,n,-3.97664,-1.0531858645
2575,disguise,n,-2.48832,-2.48832
2577,disgust,v,-3.97664,-3.23248
2578,dish_out,v,0.607949824,0.607949824
2579,dish_up,v,-0.204023501,-0.204023501
2580,disheartenment,n,0.673997517,0.673997517
2581,dishonest,a,0.237449216,0.237449216
2583,dishonor,v,-5.444615693,-2.6060989505
2584,dishonorable,a,-0.18434775,-0.18434775
2585,dishonour,n,-0.218220646,-0.0123624885
2587,dishonourable,a,0.132474491,0.132474491
2588,disillusion,v,-0.218220646,-0.218220646
2589,disinherit,v,0.31712,0.31712
2590,disintegrate,v,0.63424,0.63424
2591,disintegration,n,0.95136,0.95136
2592,disinterest,n,-2.48832,-2.48832
2593,disinvolve,v,0.200999186,0.200999186
2594,disjoin,v,0.037479424,0.037479424
2595,disjoint,v,-0.06064087,-0.06064087
2597,dislike,v,-2.48832,-1.0856
2598,dislocation,n,0.690463232,0.690463232
2599,dislodge,v,-0.31712,-0.31712
2600,dismay,v,1.5856,1.5856
2601,dismiss,v,-6.95328,-6.95328
2602,dismissal,n,0.375532032,0.375532032
2603,dismission,n,0.014197146,0.014197146
2604,disobedience,n,-3.97664,-3.97664
2605,disoblige,v,0.63424,0.63424
2606,disorder,n,-3.752728064,-1.2935258085
2608,disorderliness,n,0.673997517,0.673997517
2609,disorganise,v,0.14311424,0.14311424
2610,disorganize,v,0.232417792,0.232417792
2611,disown,v,0.63424,0.63424
2612,disparage,v,0.63424,0.63424
2613,disparagement,n,0.232417792,0.232417792
2614,dispel,v,-2.330637312,-2.330637312
2615,dispensability,n,-3.752728064,-3.752728064
2616,dispensableness,n,0.673997517,0.673997517
2617,dispense,v,-2.330637312,-2.330637312
2618,dispirit,v,0.63424,0.63424
2619,displace,v,-3.97664,-3.97664
2620,displease,v,-2.48832,-2.48832
2621,displeasure,n,-2.48832,-2.48832
2622,displume,v,0.31712,0.31712
2623,disport,v,-0.233196032,-0.233196032
2624,disposal,n,-2.48832,-2.48832
2625,dispose,v,-2.48832,-2.48832
2626,dispraise,n,-0.218220646,-0.218220646
2627,disprove,v,-2.48832,-2.48832
2628,disputation,n,0.31712,0.31712
2630,dispute,v,-5.46496,-4.7208
2631,disquiet,n,0.63424,0.587191247
2633,disquietude,n,0.31712,0.31712
2635,disregard,v,-6.95328,-3.31808
2636,disregarding,r,0.375532032,0.375532032
2637,disregardless,r,0.014197146,0.014197146
2638,disrespect,n,0.31712,0.31712
2640,disrupt,v,-3.97664,-3.97664
2641,disruption,n,-6.513688986,-6.513688986
2642,diss,v,0.31712,0.31712
2643,dissatisfaction,n,-2.48832,-2.48832
2644,dissatisfy,v,-2.48832,-2.48832
2645,dissemble,v,0.63424,0.63424
2646,dissembler,n,0.31712,0.31712
2647,dissembling,n,0.95136,0.95136
2648,dissent,n,-5.46496,-2.41536
2650,dissever,v,0.403809564,0.403809564
2651,dissimulation,n,0.63424,0.63424
2652,dissimulator,n,0.31712,0.31712
2653,dissipate,v,0.499323494,0.499323494
2654,dissipation,n,1.041737728,1.041737728
2655,dissociate,v,0.851194333,0.851194333
2656,dissolution,n,-1.766039757,-1.766039757
2657,dissolving,n,0.361874678,0.361874678
2658,dissonance,n,0.95136,0.95136
2659,dissuade,v,0.31712,0.31712
2660,distaste,n,0.63424,0.63424
2661,distil,v,-0.14311424,-0.14311424
2662,distill,v,-0.232417792,-0.232417792
2663,distinction,n,3.97664,3.97664
2664,distinguish,v,3.97664,3.97664
2665,distort,v,-5.46496,-5.46496
2666,distorted_shape,n,0.416102912,0.416102912
2667,distortion,n,-2.24741673,-2.24741673
2668,distract,v,-4.365661741,-4.365661741
2669,distraction,n,-2.48832,-2.48832
2670,distraint,n,0.507556352,0.507556352
2671,distress,n,-3.669507482,-3.078913741
2673,distressfulness,n,-0.31712,-0.31712
2674,distrust,v,0.95136,0.95136
2675,disturb,v,-9.92992,-9.92992
2676,disturbance,n,-9.92992,-9.92992
2677,disunite,v,0.194537749,0.194537749
2678,disuse,n,0.31712,0.31712
2679,divagate,v,0.31712,0.31712
2680,divagation,n,0.63424,0.63424
2681,diverge,v,0.31712,0.31712
2682,divergence,n,0.464835584,0.464835584
2683,divergency,n,-0.436441293,-0.436441293
2684,diversify,v,-0.31712,-0.31712
2685,diversion,n,-2.330637312,-2.330637312
2686,diversionary_attack,n,0.499323494,0.499323494
2687,divert,v,-2.596764774,-2.596764774
2688,divest,v,0.31712,0.31712
2689,divide,v,-1.916165321,-1.916165321
2690,divine,v,2.48832,2.48832
2691,divine_guidance,n,-0.31712,-0.31712
2692,divine_revelation,n,-0.31712,-0.31712
2693,divinity,n,2.330637312,2.330637312
2694,divinity_fudge,n,-0.499323494,-0.499323494
2695,division,n,-2.48832,-2.48832
2696,divorce,n,-2.330637312,-2.042210979
2698,divorcement,n,0.499323494,0.499323494
2699,divulge,v,0.63424,0.63424
2700,divvy_up,v,-0.31712,-0.31712
2701,do-nothing,n,0.31712,0.31712
2702,do_away_with,v,0.63424,0.63424
2703,do_good,v,-0.31712,-0.31712
2704,do_in,v,0.95136,0.95136
2705,do_it,v,0.31712,0.31712
2706,documental,a,-0.14311424,-0.14311424
2707,documentary,a,-0.232417792,-0.232417792
2708,documentation,n,-0.31712,-0.31712
2709,dodge,n,0.661760512,0.648000256
2711,dodging,n,0.47903273,0.47903273
2712,dog,v,0.31712,0.31712
2713,dogfight,n,0.63424,0.63424
2714,doggedness,n,-0.63424,-0.63424
2715,doldrums,n,-2.48832,-2.48832
2716,dole_out,v,0.499323494,0.499323494
2717,domesticate,v,-0.566716958,-0.566716958
2718,domesticise,v,0.24874041,0.24874041
2719,domesticize,v,0.126680053,0.126680053
2720,domicile,n,-0.31712,-0.31712
2721,dominance,n,5.46496,5.46496
2722,dominate,v,-3.97664,-3.97664
2723,domination,n,-1.0,-1.0
2724,don,v,0.31712,0.31712
2725,donate,v,2.48832,2.48832
2726,donation,n,3.97664,3.97664
2727,donee,n,-0.31712,-0.31712
2728,donjon,n,0.31712,0.31712
2729,doom,n,-5.719760384,-5.592360192
2731,doomsday,n,-6.663712461,-6.663712461
2732,dope,n,-3.97664,-3.97664
2733,dork,n,0.31712,0.31712
2734,dorsum,n,-0.31712,-0.31712
2735,dote,v,2.48832,2.48832
2736,dotty,a,0.31712,0.31712
2737,double-crosser,n,0.375532032,0.375532032
2738,double-dealer,n,0.014197146,0.014197146
2739,double-dyed,a,-0.31712,-0.31712
2741,doubt,v,-2.48832,-2.409478656
2742,doubtfulness,n,0.499323494,0.499323494
2743,dower,v,-0.31712,-0.31712
2744,down,v,-0.089303552,-0.089303552
2745,downfall,n,-3.97664,-3.97664
2746,downpour,n,0.63424,0.63424
2747,downslope,n,0.31712,0.31712
2748,drag,v,-1.951970235,-1.951970235
2749,drag_in,v,0.514596088,0.514596088
2750,drag_on,v,0.588644687,0.588644687
2751,drag_one's_feet,v,0.375532032,0.375532032
2752,drag_one's_heels,v,0.014197146,0.014197146
2753,drag_out,v,0.114522265,0.114522265
2754,dramatise,v,-0.375532032,-0.375532032
2755,dramatize,v,-0.014197146,-0.014197146
2756,draw_a_bead_on,v,-0.31712,-0.31712
2757,draw_a_blank,v,0.31712,0.31712
2758,draw_back,v,0.95136,0.95136
2759,draw_close,v,-0.607949824,-0.607949824
2760,draw_in,v,-0.31712,-0.31712
2761,draw_near,v,0.204023501,0.204023501
2762,draw_rein,v,-0.31712,-0.31712
2763,drawing_card,n,-0.31712,-0.31712
2765,dread,v,-3.97664,-1.82976
2766,dredge,v,0.514596088,0.514596088
2767,dress_circle,n,0.31712,0.31712
2768,dress_down,v,0.697253376,0.697253376
2769,dress_up,v,0.654661939,0.654661939
2770,dressing_table,n,0.31712,0.31712
2771,dribble,v,0.31712,0.31712
2772,drink_down,v,0.450638438,0.450638438
2773,drive,v,-8.4416,-8.4416
2774,drive_away,v,0.223454774,0.223454774
2775,drive_back,v,0.63424,0.63424
2776,drive_in,v,0.31712,0.31712
2777,drive_off,v,-0.052340939,-0.052340939
2778,drive_out,v,-0.273267149,-0.273267149
2779,drollery,n,-0.31712,-0.31712
2780,droop,v,-5.46496,-5.46496
2781,drop,v,-10.0199593,-10.0199593
2782,drop-off,n,0.31712,0.31712
2783,drop_away,v,0.56964096,0.56964096
2784,drop_back,v,0.375532032,0.375532032
2785,drop_behind,v,0.014197146,0.014197146
2786,drop_by_the_wayside,v,0.375532032,0.375532032
2787,drop_dead,v,1.5856,1.5856
2788,drop_down,v,1.523570995,1.523570995
2789,drop_off,v,1.691570995,1.691570995
2790,drop_out,v,0.014197146,0.014197146
2791,drop_the_ball,v,0.31712,0.31712
2792,dross,n,0.31712,0.31712
2793,drought,n,-2.330637312,-2.330637312
2794,drouth,n,0.499323494,0.499323494
2795,drown,v,-2.48832,-2.48832
2796,drowse_off,v,-1.021883351,-1.021883351
2797,drowsiness,n,-2.48832,-2.48832
2798,drub,v,0.31712,0.31712
2799,drudge,n,0.31712,0.31712
2801,drum,v,0.63424,0.63424
2802,drum_out,v,0.63424,0.63424
2803,drunk,n,-5.719760384,-5.719760384
2804,drunkard,n,-6.663712461,-6.663712461
2805,druthers,n,-0.31712,-0.31712
2806,dry,a,0.31712,0.31712
2807,dubiety,n,0.375532032,0.375532032
2808,dubiousness,n,0.014197146,0.014197146
2809,duck,v,0.63424,0.63424
2810,ducky,n,-0.31712,-0.31712
2811,dud,n,0.31712,0.31712
2812,duds,n,0.06208,0.06208
2813,due_date,n,-0.31712,-0.31712
2814,dulcet,a,-0.31712,-0.31712
2815,dulcify,v,-0.375532032,-0.375532032
2816,dulcorate,v,-0.014197146,-0.014197146
2817,dullness,n,0.31712,0.31712
2818,dumbass,n,0.465825203,0.465825203
2819,dumbbell,n,0.375532032,0.375532032
2820,dumbfound,v,1.5856,1.5856
2821,dummy,n,0.014197146,0.014197146
2823,dump,v,-3.97664,-3.153638656
2824,dumps,n,0.673601126,0.673601126
2825,dumpsite,n,0.499323494,0.499323494
2826,dun,v,0.63424,0.63424
2827,dunce,n,-2.102513295,-2.102513295
2828,dunderhead,n,0.125110739,0.125110739
2829,dungeon,n,-2.48832,-2.48832
2830,dupery,n,0.31712,0.31712
2831,durability,n,2.48832,2.48832
2832,duskiness,n,0.31712,0.31712
2833,dust-covered,a,0.14311424,0.14311424
2834,dustup,n,0.31712,0.31712
2835,dusty,a,0.232417792,0.232417792
2836,duty,n,-2.48832,-2.48832
2837,dwarf,v,0.31712,0.31712
2838,dwelling_house,n,-0.31712,-0.31712
2839,dwindle,v,-2.195678336,-2.195678336
2840,dwindle_away,v,0.558990244,0.558990244
2841,dwindle_down,v,0.125110739,0.125110739
2842,dying,n,0.63424,0.63424
2843,eagerness,n,2.48832,2.48832
2844,earnestness,n,5.46496,5.46496
2845,earnings,n,-0.31712,-0.31712
2846,ease,n,9.258184192,8.105732096
2848,easement,n,-0.518646272,-0.518646272
2849,easily,r,-0.740752384,-0.740752384
2850,easiness,n,-2.02199255,-2.02199255
2851,easing,n,-0.246614938,-0.246614938
2852,easy,r,2.072742707,2.072742707
2853,eat_at,v,0.31712,0.31712
2854,eat_away,v,0.63424,0.63424
2855,eat_into,v,0.31712,0.31712
2856,eat_up,v,0.95136,0.95136
2857,eating_away,n,0.31712,0.31712
2858,ebullience,n,-0.63424,-0.63424
2859,ebullition,n,0.31712,0.31712
2860,eccentricity,n,-2.48832,-2.48832
2861,eclat,n,-0.95136,-0.95136
2862,eclipse,v,0.31712,0.31712
2863,ecological_niche,n,-0.31712,-0.31712
2864,economic_aid,n,-0.31712,-0.31712
2865,economic_crisis,n,0.31712,0.31712
2866,economise,v,-1.248308736,-1.248308736
2867,economize,v,4.742250189,4.742250189
2868,ecstasy,n,3.97664,3.97664
2869,edginess,n,0.31712,0.31712
2870,edify,v,-0.31712,-0.31712
2871,edit,v,0.375532032,0.375532032
2872,edit_out,v,0.014197146,0.014197146
2873,education,n,2.330637312,2.330637312
2874,educational_activity,n,-0.499323494,-0.499323494
2875,educe,v,0.14311424,0.14311424
2876,edulcorate,v,-0.31712,-0.31712
2877,eff,v,0.31712,0.31712
2878,efface,v,0.63424,0.63424
2879,effectiveness,n,4.71984219,4.71984219
2880,effectivity,n,-0.866138849,-0.866138849
2881,effects,n,0.31712,0.31712
2882,effectuality,n,-0.285843871,-0.285843871
2883,effectualness,n,-0.164627083,-0.164627083
2884,effeminacy,n,-0.375532032,-0.375532032
2885,effeminateness,n,-0.014197146,-0.014197146
2886,effervesce,v,-0.31712,-0.31712
2887,efficaciousness,n,-0.416102912,-0.416102912
2888,efficacy,n,2.24741673,2.24741673
2889,efficiency,n,2.48832,2.48832
2890,effulgence,n,-0.31712,-0.31712
2891,effusion,n,0.31712,0.31712
2892,egest,v,0.781916672,0.781916672
2893,egg_on,v,0.31712,0.31712
2894,eggs,n,-0.31712,-0.31712
2895,eggshell,n,0.31712,0.31712
2896,ejaculate,v,0.31712,0.31712
2897,eject,v,1.26848,1.26848
2898,ejection,n,0.31712,0.31712
2899,elaborate,v,2.48832,2.48832
2900,elaborateness,n,-0.507556352,-0.507556352
2901,elaboration,n,3.669507482,3.669507482
2902,elan,n,-0.31712,-0.31712
2903,elan_vital,n,-0.31712,-0.31712
2904,elate,v,-0.31712,-0.31712
2905,elation,n,-0.31712,-0.31712
2906,elbow_grease,n,-0.31712,-0.31712
2907,electric_arc,n,0.375532032,0.375532032
2908,electric_discharge,n,0.014197146,0.014197146
2909,electric_pig,n,0.31712,0.31712
2910,electric_shock,n,0.31712,0.31712
2911,electrical_shock,n,0.31712,0.31712
2912,elegance,n,2.48832,2.48832
2913,elevation,n,-0.63424,-0.63424
2914,elicit,v,0.232417792,0.232417792
2915,eliminate,v,-7.935779738,-7.935779738
2916,elimination,n,-3.97664,-3.97664
2917,elision,n,0.31712,0.31712
2918,elucidate,v,-0.95136,-0.95136
2919,elude,v,0.63424,0.63424
2920,emaciate,v,0.31712,0.31712
2921,emancipate,v,-0.31712,-0.31712
2922,embarrass,v,-6.95328,-6.95328
2923,embarrassment,n,-2.48832,-2.48832
2924,embellish,v,6.596909568,6.596909568
2925,embolden,v,-0.31712,-0.31712
2926,emboss,v,0.31712,0.31712
2927,embossment,n,-0.31712,-0.31712
2929,embrace,v,5.46496,3.830319168
2930,embracement,n,-0.558990244,-0.558990244
2931,embracing,n,-0.125110739,-0.125110739
2932,embrangle,v,0.31712,0.31712
2933,embrocate,v,-0.31712,-0.31712
2934,embroider,v,-1.023345562,-1.023345562
2935,embroil,v,0.31712,0.31712
2936,emergency,n,-3.752728064,-3.752728064
2937,emergency_brake,n,0.673997517,0.673997517
2938,emesis,n,0.31712,0.31712
2939,emetic,n,0.31712,0.31712
2940,eminence,n,3.97664,3.97664
2941,emission,n,0.31712,0.31712
2942,emotionlessness,n,0.31712,0.31712
2943,empathise,v,-0.751064064,-0.751064064
2944,empathize,v,-0.028394291,-0.028394291
2945,empathy,n,2.48832,2.48832
2946,empower,v,3.97664,3.97664
2947,empowerment,n,2.48832,2.48832
2948,emptiness,n,0.95136,0.95136
2949,empty,v,-5.46496,-5.46496
2950,enable,v,2.48832,2.48832
2951,enamor,v,-0.538810516,-0.538810516
2952,enamour,v,-0.204084384,-0.204084384
2953,enchant,v,3.450150589,3.450150589
2954,enchantment,n,5.46496,5.46496
2955,encourage,v,6.95328,6.95328
2956,encouragement,n,3.97664,3.97664
2957,encroach,v,-2.48832,-2.48832
2958,encroach_upon,v,0.31712,0.31712
2959,encroachment,n,-5.46496,-5.46496
2960,encumber,v,0.31712,0.31712
2961,encumbrance,n,0.95136,0.95136
2962,end_of_the_world,n,0.63424,0.63424
2963,endanger,v,-6.95328,-6.95328
2964,endangerment,n,0.95136,0.95136
2965,endear,v,2.48832,2.48832
2966,endless,a,-0.026935706,-0.026935706
2967,endorse,v,3.97664,3.97664
2968,endow,v,3.661274624,3.661274624
2969,endue,v,-0.998646989,-0.998646989
2970,endurance,n,3.97664,3.97664
2971,enduringness,n,-0.31712,-0.31712
2972,enemy,n,-5.46496,-5.46496
2973,energise,v,-1.248308736,-1.248308736
2974,energize,v,4.742250189,4.742250189
2975,enervate,v,0.31712,0.31712
2976,enforce,v,-3.97664,-3.97664
2977,engender,v,-0.31712,-0.31712
2978,engine_block,n,0.31712,0.31712
2979,engineer,v,-0.31712,-0.31712
2980,engross,v,0.416102912,0.416102912
2981,engrossment,n,-0.31712,-0.31712
2982,engulf,v,-2.24741673,-2.24741673
2983,enhance,v,2.48832,2.48832
2984,enhancement,n,2.48832,2.48832
2985,enigma,n,0.31712,0.31712
2986,enjoin,v,0.31712,0.31712
2987,enjoining,n,0.375532032,0.375532032
2988,enjoinment,n,0.014197146,0.014197146
2989,enjoy,v,8.4416,8.4416
2990,enjoyment,n,2.48832,2.48832
2991,enkindle,v,0.63424,0.63424
2992,enlargement,n,-0.31712,-0.31712
2993,enlighten,v,3.97664,3.97664
2994,enlightenment,n,2.48832,2.48832
2995,enliven,v,-0.63424,-0.63424
2996,enmesh,v,-0.375532032,-0.375532032
2997,enmity,n,0.63424,0.63424
2998,ennoble,v,-0.31712,-0.31712
2999,ennui,n,0.31712,0.31712
3000,enormousness,n,-0.63424,-0.63424
3001,enrage,v,-2.48832,-2.48832
3002,enrapture,v,-0.76592061,-0.76592061
3003,enrich,v,2.48832,2.48832
3004,enrichment,n,2.48832,2.48832
3005,ensemble,n,2.48832,2.48832
3006,enslave,v,-2.48832,-2.48832
3007,ensnare,v,0.375532032,0.375532032
3008,ensnarl,v,-0.014197146,-0.014197146
3009,ensure,v,5.46496,5.46496
3010,entangle,v,-3.97664,-3.97664
3011,entanglement,n,-2.48832,-2.48832
3012,entertain,v,3.97664,3.97664
3013,entertainment,n,3.97664,3.97664
3014,enthral,v,0.025285636,0.025285636
3015,enthrall,v,0.179020991,0.179020991
3016,enthrallment,n,-0.95136,-0.95136
3017,enthusiasm,n,3.97664,3.97664
3018,enticement,n,0.31712,0.31712
3019,entomb,v,0.31712,0.31712
3020,entrance,v,-0.31712,-0.31712
3021,entranceway,n,-0.079396241,-0.079396241
3022,entrap,v,0.014197146,0.014197146
3023,entreat,v,-2.48832,-2.48832
3024,entree,n,-0.367513307,-0.367513307
3025,entrench,v,0.31712,0.31712
3026,entrust,v,5.46496,5.46496
3027,entryway,n,0.472195184,0.472195184
3028,enviousness,n,0.416102912,0.416102912
3029,envision,v,2.48832,2.48832
3030,envy,n,-2.24741673,-2.24741673
3031,eonian,a,-0.158658478,-0.158658478
3032,epidemic,n,-2.48832,-2.48832
3033,epithet,n,-2.48832,-2.48832
3034,equality,n,3.752728064,3.752728064
3035,equanimity,n,-0.95136,-0.95136
3036,equipment_casualty,n,0.31712,0.31712
3037,equitable,a,-0.31712,-0.31712
3038,equity,n,3.97664,3.97664
3039,equivalence,n,-0.673997517,-0.673997517
3040,equivocalness,n,0.31712,0.31712
3041,equivocation,n,0.31712,0.31712
3042,eradicate,v,-9.92992,-9.92992
3043,erase,v,-2.48832,-2.48832
3044,erode,v,-3.97664,-3.97664
3045,eroding,n,0.507556352,0.507556352
3046,erosion,n,-3.669507482,-3.669507482
3047,err,v,-5.46496,-5.46496
3048,erroneous_belief,n,0.591096832,0.591096832
3049,erroneousness,n,0.591096832,0.591096832
3050,error,n,-4.740675379,-4.740675379
3051,eructation,n,0.28622848,0.28622848
3052,erupt,v,0.31712,0.31712
3053,eruption,n,0.464835584,0.464835584
3054,eschaton,n,0.31712,0.31712
3055,eschew,v,0.31712,0.31712
3056,escort,n,-0.31712,-0.31712
3057,espousal,n,-0.63424,-0.63424
3058,espouse,v,-0.63424,-0.63424
3059,esprit_de_corps,n,-0.31712,-0.31712
3060,espy,v,-0.31712,-0.31712
3061,essential,n,2.48832,2.48832
3062,establish,v,5.46496,5.46496
3063,esteem,n,5.46496,2.41536
3065,eternal,a,-0.029685817,-0.029685817
3066,ethical_motive,n,-0.832205824,-0.832205824
3067,ethics,n,3.494833459,3.494833459
3068,etiquette,n,2.48832,2.48832
3069,eubstance,n,-0.31712,-0.31712
3070,evade,v,-3.97664,-3.97664
3071,evasion,n,-2.48832,-2.48832
3074,even,v,-2.512397058,0.821414314
3075,even_off,v,-0.734404737,-0.734404737
3076,even_out,v,0.379581613,0.379581613
3077,even_up,v,-0.095269191,-0.095269191
3078,evenhandedly,r,-0.31712,-0.31712
3079,everlasting,a,-0.187352704,-0.187352704
3080,evict,v,-2.48832,-2.48832
3081,evil,n,-5.083365376,-5.083365376
3082,evilness,n,1.173321011,1.173321011
3083,exacerbate,v,1.339762176,1.339762176
3084,exacerbation,n,0.31712,0.31712
3085,exact,a,2.48832,2.48832
3086,exacting,a,0.232417792,0.232417792
3087,exactly,r,-0.31712,-0.31712
3088,exaggeration,n,-2.48832,-2.48832
3089,exalt,v,6.596909568,6.596909568
3090,exaltation,n,-0.63424,-0.63424
3091,exasperate,v,-6.164340941,-6.164340941
3092,exasperation,n,-3.97664,-3.97664
3093,exceedingly,r,-0.31712,-0.31712
3094,excel,v,3.97664,3.97664
3095,excellence,n,2.330637312,2.330637312
3096,excellency,n,-0.499323494,-0.499323494
3097,except,v,1.015112704,1.015112704
3098,excess,n,-2.330637312,-2.330637312
3099,excessively,r,0.31712,0.31712
3100,excessiveness,n,0.499323494,0.499323494
3101,excision,n,0.6764544,0.6764544
3102,excitability,n,0.375532032,0.375532032
3103,excitableness,n,0.014197146,0.014197146
3104,excitation,n,-0.324649472,-0.324649472
3105,excite,v,3.97664,3.97664
3106,excitement,n,0.825325978,0.825325978
3107,exclude,v,-6.339014963,-6.339014963
3108,exclusion,n,-5.6088576,-5.6088576
3109,excommunicate,v,0.63424,0.63424
3110,excommunication,n,-6.23960064,-6.23960064
3111,excoriate,v,0.31712,0.31712
3112,excrement,n,-0.00824037,-0.00824037
3113,excrescence,n,-0.31712,-0.31712
3114,excreta,n,-0.035404995,-0.035404995
3115,excrete,v,0.31712,0.31712
3116,excreting,n,0.352515393,0.352515393
3117,excretion,n,-0.051112235,-0.051112235
3118,excretory_product,n,-0.053915576,-0.053915576
3119,excruciate,v,0.31712,0.31712
3120,excruciation,n,0.31712,0.31712
3121,exculpation,n,0.31712,0.31712
3122,execrate,v,0.31712,0.31712
3123,execration,n,0.63424,0.63424
3124,execute,v,-0.31168,-0.31168
3125,exempt,v,-0.63424,-0.63424
3126,exemption,n,-0.31712,-0.31712
3127,exertion,n,2.48832,2.48832
3128,exhaust,v,-13.92302643,-13.92302643
3129,exhilarate,v,-1.023345562,-1.023345562
3130,exhilaration,n,3.97664,3.97664
3131,exhort,v,-0.63424,-0.63424
3132,exigent,a,-0.218220646,-0.218220646
3133,exile,v,-2.330637312,-2.330637312
3134,existent,a,-0.232417792,-0.232417792
3135,existing,a,0.218220646,0.218220646
3137,exit,v,-8.4416,-4.06224
3138,expatiate,v,-0.382960305,-0.382960305
3139,expatriate,v,0.499323494,0.499323494
3140,expel,v,-14.50763172,-14.50763172
3141,expelling,n,0.31712,0.31712
3142,expense,n,-2.48832,-2.48832
3143,experience,n,2.48832,2.48832
3144,expert,n,2.48832,2.48832
3145,expiation,n,-0.31712,-0.31712
3146,expiry,n,0.31712,0.31712
3147,expletive,n,0.31712,0.31712
3148,explode,v,-2.48832,-2.48832
3149,exploit,v,-2.48832,-2.48832
3150,explosion,n,-2.48832,-2.48832
3151,expose,v,-5.46496,-5.46496
3152,exposed,a,-0.31712,-0.31712
3153,exposit,v,0.012642818,0.012642818
3154,expostulation,n,0.31712,0.31712
3155,expound,v,0.089510496,0.089510496
3156,exquisitely,r,-0.31712,-0.31712
3157,exterminate,v,-4.991911936,-4.991911936
3158,extermination,n,-3.743232,-3.743232
3159,extinction,n,0.56543488,0.56543488
3160,extinguish,v,-5.46496,-5.46496
3161,extinguishing,n,-0.305040896,-0.305040896
3162,extirpate,v,1.497970483,1.497970483
3163,extol,v,5.46496,5.46496
3164,extolment,n,-0.31712,-0.31712
3165,extraterrestrial,n,0.375532032,0.375532032
3166,extraterrestrial_being,n,0.014197146,0.014197146
3167,extravagance,n,2.330637312,2.330637312
3168,extravagancy,n,-0.499323494,-0.499323494
3169,extremely,r,-0.31712,-0.31712
3170,extrusion,n,-0.31712,-0.31712
3171,exuberance,n,3.97664,3.97664
3172,exuberate,v,-1.248308736,-1.248308736
3173,exult,v,4.742250189,4.742250189
3174,exultation,n,2.48832,2.48832
3175,fable,n,0.507556352,0.507556352
3176,fabricate,v,-2.48832,-2.48832
3177,fabricated,a,-0.089258943,-0.089258943
3178,fabrication,n,-3.669507482,-3.669507482
3179,face-off,n,0.31712,0.31712
3180,face_up,v,0.31712,0.31712
3181,facilitate,v,3.97664,3.97664
3182,factual,a,-0.31712,-0.31712
3183,fad,n,0.63424,0.63424
3184,fag,v,0.983481856,0.983481856
3185,fag_out,v,-0.189826355,-0.189826355
3186,fail,v,-8.4416,-8.4416
3187,failure,n,-6.95328,-6.95328
3188,faineance,n,0.31712,0.31712
3189,faint,v,-0.31712,-0.31712
3190,fair,n,2.48832,2.318025216
3192,fair-mindedness,n,-1.015112704,-1.015112704
3193,fairly,r,-1.148622438,-1.148622438
3194,fairness,n,6.339014963,6.339014963
3195,faith,n,2.48832,2.48832
3196,faithfulness,n,3.97664,3.97664
