,Word,Tag,Score
57815,concord,n,-0.607949824
57816,concord,v,-1.4029056
57817,concordance,n,0.204023501
57819,concordat,n,-0.31712
57820,concourse,n,-0.31712
57838,concur,v,1.90499328
57839,concurrence,n,-0.232417792
57840,concurrency,n,0.218220646
57850,condemn,v,-5.46496
57852,condemnation,n,-2.48832
57864,condescend,v,0.31712
57867,condescendingness,n,0.416102912
57868,condescension,n,-2.24741673
57898,condolence,n,0.31712
57900,condom,n,-0.31712
57903,condone,v,2.48832
57905,conduce,v,-0.31712
57947,confab,v,-1.392799614
57948,confabulate,v,-0.676180553
57962,confederation,n,3.97664
57964,confer,v,5.523687985
57965,confer_with,v,-0.666326111
57978,confess,v,-1.0
57979,confessedly,r,-0.31712
57980,confession,n,-2.48832
57986,confidant,n,2.48832
57988,confide,v,5.46496
57989,confidence,n,5.46496
58007,confine,v,-8.4416
58009,confinement,n,-3.97664
58021,confiscate,v,-5.46496
58022,confiscation,n,-2.48832
58025,conflagrate,v,0.31712
58028,conflict,n,-8.4416
58029,conflict,v,-2.48832
58037,conform_to,v,-0.31712
58042,conformation,n,-0.31712
58049,confound,v,-6.337887744
58053,confrere,n,-0.31712
58054,confront,v,-1.0
58055,confrontation,n,-3.97664
58058,confuse,v,-8.405465293
58061,confusedness,n,0.416102912
58064,confusion,n,-2.24741673
58068,confute,v,0.31712
58103,congeries,n,-0.364775936
58104,congest,v,0.63424
58106,congestion,n,-2.48832
58111,conglobation,n,-0.047655936
58116,conglomeration,n,0.026569318
58128,congratulate,v,3.97664
58129,congratulation,n,2.48832
58130,congratulations,n,-0.814784
58133,congregate,v,2.48832
58172,conjoin,v,-0.31712
58189,conjugation,n,-0.389779456
58190,conjunct,a,0.012642818
58191,conjunction,n,2.104981914
58197,conjunctive,a,0.089510496
58198,conjunctive,n,-0.450925036
58202,conjuration,n,0.465055295
58203,conjure,v,0.5645056
58205,conjure_up,v,-0.46479872
58207,conjuring,n,-0.575094029
58208,conjuring_trick,n,0.15672533
58210,conjury,n,-0.113883908
58212,conk,v,1.26848
58213,conk_out,v,0.63424
58218,connect,v,3.97664
58227,connective,n,-0.343262184
58230,connector,n,0.196399471
58231,connexion,n,-0.146587096
58233,conniption,n,0.31712
58249,conquer,v,0.43904
58251,conquering,n,0.416102912
58252,conqueror,n,2.48832
58253,conquest,n,0.24741673
58258,consanguinity,n,0.31712
58259,conscience,n,3.97664
58284,consensus,n,2.48832
58285,consent,n,2.48832
58286,consent,v,3.97664
58317,conserve,v,5.46496
58320,consider,v,2.48832
58322,considerably,r,-0.31712
58325,considerateness,n,-0.31712
58328,consign,v,1.0
58331,consignment,n,-0.31712
58334,consistence,n,-0.507556352
58335,consistency,n,3.669507482
58339,consociate,v,-0.31712
58344,console,v,5.46496
58346,consolidate,v,2.48832
58362,consort,v,-0.24555008
58371,conspiracy,n,-2.48832
58374,conspirator,n,-2.48832
58376,conspire,v,-1.92183808
58378,constabulary,n,-0.31712
58379,constancy,n,3.97664
58392,consternation,n,-2.48832
58393,constipate,v,0.31712
58395,constipation,n,0.31712
58410,constrain,v,-2.48832
58414,constraint,n,-2.48832
58454,consult,v,5.160653922
58457,consultation,n,2.48832
58476,consummate,a,-0.31712
58477,consummate,v,2.48832
58484,contact,n,2.330637312
58485,contact,v,2.48832
58489,contact_lens,n,-0.499323494
58493,contagion,n,0.232417792
58496,contagious_disease,n,-0.218220646
58508,contaminant,n,0.507556352
58509,contaminate,v,-3.97664
58512,contamination,n,-3.669507482
58514,contemn,v,0.31712
58520,contemporaneity,n,-0.375532032
58523,contemporaneousness,n,-0.014197146
58530,contempt,n,-5.46496
58539,contend,v,-9.92992
58540,contender,n,0.95136
58543,content,v,2.48832
58551,contentment,n,2.48832
58558,contestation,n,0.31712
58601,continuative,n,-0.31712
58608,continuity,n,2.48832
58618,contort,v,0.31712
58669,contradict,v,-6.95328
58670,contradiction,n,-2.330637312
58671,contradiction_in_terms,n,0.499323494
58675,contradictory,n,-2.48832
58705,contravene,v,0.95136
58706,contravention,n,0.31712
58710,contribute,v,3.97664
58712,contribution,n,5.46496
58714,contributor,n,2.48832
58757,controversy,n,-2.48832
58758,controvert,v,0.95136
58764,contumely,n,0.31712
58766,contusion,n,0.31712
58776,convene,v,2.330637312
58809,conversance,n,-0.751064064
58810,conversancy,n,-0.028394291
58860,convict,n,-2.48832
58861,convict,v,-2.48832
58864,conviction,n,0.31168
58865,convince,v,2.48832
58875,convoke,v,-0.499323494
58886,convulsion,n,0.63424
58898,cook_up,v,0.31712
58925,cool,a,0.232417792
58927,cool,v,-2.280680338
58929,cool_down,v,0.494273978
58930,cool_it,v,-0.317708558
58932,cool_off,v,0.111894513
58937,coolheaded,a,-0.218220646
58943,coolness,n,-2.48832
58959,cooperate,v,3.97664
58960,cooperation,n,2.48832
58961,cooperative,a,2.48832
58962,cooperative,n,2.48832
58965,cooperator,n,-0.31712
58968,coordinate,v,3.97664
58979,coordination,n,2.48832
59012,copious,a,-0.31712
59014,copiousness,n,-0.31712
59054,copulate,v,-0.31712
59080,coquet,v,-0.375532032
59083,coquette,v,-0.014197146
59142,cordially,r,-0.31712
59296,cornucopia,n,-0.31712
59351,corps_de_ballet,n,-0.31712
59378,correct,v,1.0
59381,correction,n,2.48832
59385,corrections,n,-0.497664
59386,correctitude,n,-0.31712
59420,corroborate,v,-0.95136
59425,corrode,v,-2.48832
59427,corroding,n,0.832205824
59428,corrosion,n,-3.494833459
59441,corrupt,v,1.90272
59447,corruption,n,-3.752728064
59450,corruptness,n,0.673997517
59484,coruscate,v,-0.31712
59505,cosh,n,0.31712
59558,cost,n,-2.48832
59559,cost,v,-2.48832
59590,costliness,n,-2.48832
59595,costs,n,0.497664
59612,coterie,n,0.31712
59697,council,n,2.48832
59708,counsel,n,1.952425063
59709,counsel,v,2.48832
59710,counseling,n,-0.577414482
59711,counselling,n,-0.110507221
59712,counsellor,n,-0.577414482
59715,counselor-at-law,n,-0.110507221
59731,counter,n,-0.31712
59740,counteract,v,-10.00659046
59741,counteraction,n,-2.48832
59760,countercheck,v,1.556572365
59790,countermand,v,0.95136
59795,countermine,v,2.825052365
59844,countervail,v,0.31712
59904,courage,n,3.661274624
59907,courageousness,n,-0.998646989
59920,course_credit,n,-0.31712
59948,courteous,a,-0.31712
59951,courtesy,n,2.48832
59981,covenant,n,2.48832
60017,covet,v,-2.48832
60021,covetousness,n,0.31712
60046,coward,n,-2.48832
60047,cowardice,n,0.232417792
60048,cowardliness,n,-0.218220646
60058,cower,v,1.517069797
60107,cozen,v,0.31712
60149,crack_of_doom,n,0.31712
60151,crack_up,v,0.375532032
60188,craftsmanship,n,-0.31712
60196,cram,v,-2.48832
60200,cramp,v,-5.46496
60250,crap,n,0.31712
60251,crap,v,-0.31712
60258,crape,v,0.12732672
60266,craps,n,0.31712
60295,crave,v,-3.97664
60305,crawfish,v,0.375532032
60306,crawfish_out,v,0.014197146
60308,crawl,v,-5.768014724
60309,crawl_in,v,0.31712
60317,craze,n,-8.4416
60321,craziness,n,-3.97664
60322,crazy,a,0.31712
60330,creak,v,0.63424
60356,crease,n,0.31712
60357,crease,v,0.465055295
60362,create,v,3.97664
60381,creative_thinker,n,-0.31712
60382,creative_thinking,n,-0.465825203
60384,creativeness,n,-0.104258949
60385,creativity,n,2.081661505
60392,credence,n,-0.232417792
60394,credential,n,-0.416102912
60396,credentials,n,2.24741673
60397,credenza,n,0.218220646
60398,credibility,n,2.330637312
60400,credibleness,n,-0.499323494
60402,credit,n,2.189033472
60403,credit,v,2.48832
60410,credit_entry,n,-0.50430935
60414,credit_rating,n,-0.50430935
60422,credits,n,0.136302428
60506,crepe,v,-0.079670784
60554,cretin,n,0.31712
60587,crime,n,-2.48832
60592,criminal,n,-8.079640576
60595,criminal_conversation,n,0.31712
60600,criminal_offence,n,0.375532032
60601,criminal_offense,n,0.014197146
60603,criminal_prosecution,n,0.31712
60614,criminate,v,0.63424
60621,crimp,v,0.237449216
60630,cringe,v,-8.721617669
60634,crinkle,n,0.31712
60635,crinkle,v,-0.092890348
60646,cripple,v,-2.48832
60649,crisis,n,-2.48832
60653,crisp,v,-0.439362259
60655,crispen,v,0.387411265
60666,cristal,n,-0.31712
60672,critic,n,-2.48832
60683,criticise,v,0.507556352
60685,criticize,v,-3.669507482
60691,croak,v,-10.86318182
60703,crock_up,v,0.014197146
60720,crone,n,0.31712
60721,cronk,v,1.547367629
60722,crony,n,-0.31712
60725,crook,n,-9.495568691
60881,crotchet,n,0.31712
60968,crucify,v,1.26848
60969,crud,n,0.31712
60982,cruelness,n,0.507556352
60983,cruelty,n,-3.669507482
60995,crumb,n,0.63424
60998,crumble,v,-11.05764813
61005,crumple,v,-14.06917775
61012,crusade,n,2.48832
61013,crusade,v,0.95136
61014,crusader,n,2.48832
61017,crush,v,-9.92992
61018,crush_out,v,0.31712
61024,crushing,n,0.31712
61026,crust,n,0.63424
61053,crying,n,0.31712
61117,crystalise,v,-0.712537953
61119,crystalize,v,0.10359143
61124,crystallise,v,0.25324756
61128,crystallize,v,0.135993406
61150,cube,n,0.31712
61196,cuckold,v,0.31712
61218,cuddle,v,2.48832
61227,cue,v,-0.31712
61238,cul,n,0.14311424
61239,cul_de_sac,n,0.232417792
61245,cull,v,0.31712
61250,culminate,v,2.48832
61251,culmination,n,3.97664
61258,culprit,n,-2.48832
61261,cultism,n,-0.31712
61266,cultivate,v,3.97664
61277,cultivation,n,3.97664
61298,cumber,v,0.31712
61300,cumbersomeness,n,0.31712
61321,cunctation,n,0.31712
61354,cupid,n,2.48832
61356,cupidity,n,0.31712
61386,curative,n,-0.832205824
61403,cure,n,3.494833459
61404,cure,v,3.97664
61414,curio,n,0.31712
61472,curry,v,-0.31712
61479,curse,n,-4.85967119
61480,curse,v,-4.823358976
61481,curse_word,n,1.052331679
61485,cursedly,r,0.465825203
61496,curtail,v,-3.313510282
61497,curtailment,n,0.31712
61513,curtsey,v,2.330637312
61515,curtsy,v,-0.499323494
61521,curve,v,0.357096915
61538,cushion,n,0.31712
61558,cuss,n,0.598264349
61559,cuss,v,1.169230643
61561,cussedly,r,0.31712
61592,customs,n,-0.232417792
61593,customs_duty,n,0.218220646
61597,cut,n,0.232417792
61598,cut,v,-3.662143709
61609,cut_back,v,1.891749645
61611,cut_down,v,-0.295509133
61617,cut_of_meat,n,-0.218220646
61622,cut_off,v,1.254073268
61624,cut_out,v,-1.014887478
61627,cut_short,v,0.704324191
61632,cut_up,v,0.31712
61648,cuticle,n,0.31712
61794,cylinder_block,n,0.31712
61962,daemon,n,0.95136
61967,daftness,n,0.31712
61988,daimon,n,0.95136
61990,daintiness,n,-0.31712
61991,dainty,a,-0.31712
61992,dainty,n,-0.63424
62038,damage,n,-5.46496
62039,damage,v,-2.48832
62042,damages,n,1.492992
62052,dame,n,0.31712
62059,damn,r,0.31712
62060,damn,v,0.852110643
62062,damnably,r,0.104258949
62067,damned,r,-2.081661505
62075,damp,v,0.894178304
62078,dampen,v,0.260812083
62096,dance,n,2.330637312
62097,dance,v,2.48832
62112,dancing,n,-0.499323494
62132,danger,n,-5.46496
62139,dangle,v,0.31712
62142,dangling,n,0.31712
62168,dare,n,-0.14311424
62169,dare,v,1.0
62171,daredevil,n,0.31712
62175,daring,n,-0.232417792
62178,dark,n,1.156855296
62206,darken,v,-2.48832
62217,darkness,n,-3.320159437
62221,darling,n,2.48832
62240,dash,n,-0.31712
62250,dashing_hopes,n,0.31712
62313,daub,v,0.31712
62333,dawdle,v,-3.97664
62364,day_of_reckoning,n,0.63424
62399,daze,n,-5.46496
62400,daze,v,-0.416102912
62401,dazed,a,0.31712
62404,dazzle,v,2.24741673
62417,de-energise,v,0.14311424
62418,de-energize,v,0.232417792
62419,de-escalate,v,0.31712
62454,dead,r,-2.48832
62457,dead-end_street,n,0.31712
62470,dead_end,n,1.26848
62481,dead_on_target,a,-0.31712
62501,deadlock,n,-6.95328
62504,deadly,r,-2.48832
62527,deafness,n,-2.48832
62530,deal_out,v,0.31712
62547,dear,r,2.330637312
62549,dearie,n,-0.375532032
62550,dearly,r,-0.499323494
62552,dearness,n,0.31712
62553,dearth,n,-5.46496
62554,deary,n,-0.014197146
62555,death,n,-5.46496
62594,debacle,n,0.31712
62595,debar,v,1.5856
62599,debase,v,0.983481856
62601,debasement,n,0.31712
62609,debauch,v,-0.189826355
62623,debit,n,0.232417792
62626,debit_entry,n,-0.218220646
62628,debitor,n,0.31712
62638,debris,n,0.31712
62645,debtor,n,-2.48832
62648,debunk,v,0.31712
62653,dec,n,0.032558548
62655,decadence,n,-2.330637312
62656,decadency,n,0.499323494
62675,decamp,v,0.63424
62698,decay,n,-6.05249603
62699,decay,v,-8.079640576
62703,decease,n,0.31712
62704,decease,v,-8.4416
62709,deceit,n,-6.337887744
62713,deceive,v,-3.97664
62714,deceiver,n,0.31712
62716,decelerate,v,0.31712
62718,decency,n,2.48832
62721,decent,a,-0.232417792
62722,decent,r,2.330637312
62724,decently,r,-0.499323494
62733,deception,n,-8.405465293
62769,decimate,v,1.26848
62773,decipher,v,2.330637312
62788,deck,v,-1.015112704
62814,declare_oneself,v,-0.31712
62821,declension,n,0.708220423
62822,declination,n,0.405320406
62823,decline,n,-7.268530883
62824,decline,v,-8.4416
62825,decline_in_quality,n,-0.317758779
62828,declivity,n,0.620754503
62836,decode,v,-0.499323494
62855,decompose,v,-9.495568691
62856,decomposition,n,0.232417792
62857,decomposition_reaction,n,-0.218220646
62878,decorate,v,6.339014963
62880,decoration,n,2.48832
62885,decorous,a,0.218220646
62895,decrease,n,-2.330637312
62896,decrease,v,-2.48832
62904,decrement,n,0.499323494
62916,decry,v,0.31712
62917,decrypt,v,-0.31712
62927,dedicate,v,3.97664
62930,dedication,n,6.95328
62934,deduce,v,3.97664
62939,deduction,n,-0.375532032
62941,deductive_reasoning,n,-0.014197146
63021,defame,v,-5.46496
63022,defamer,n,0.31712
63026,default,v,-2.330637312
63029,default_on,v,0.499323494
63033,defeat,n,-3.97664
63034,defeat,v,-2.48832
63043,defect,n,-9.92992
63044,defect,v,0.31712
63046,defection,n,0.95136
63055,defence_force,n,-0.31712
63056,defence_mechanism,n,-0.375532032
63059,defence_reaction,n,-0.014197146
63065,defend,v,1.0
63067,defendant,n,-2.48832
63068,defender,n,5.46496
63070,defending_team,n,-0.31712
63073,defense,n,1.688220259
63076,defense_force,n,-0.555568832
63079,defense_lawyers,n,-0.646040254
63080,defense_mechanism,n,-0.646040254
63083,defense_reaction,n,-0.110556419
63085,defense_team,n,-0.110556419
63095,defensive_measure,n,-0.555568832
63096,defensive_structure,n,-0.555568832
63100,deference,n,3.97664
63106,deferred_payment,n,-0.31712
63110,defiance,n,-2.48832
63117,deficiency,n,-5.46496
63120,deficit,n,-3.97664
63124,defile,v,-5.46496
63126,defilement,n,0.31712
63149,deflect,v,1.26848
63150,deflection,n,0.751064064
63153,deflexion,n,0.028394291
63155,deflower,v,1.26848
63165,deform,v,0.95136
63166,deformation,n,0.31712
63180,deftness,n,-0.31712
63185,defy,v,-2.48832
63190,degeneracy,n,0.607949824
63192,degenerate,n,0.31712
63193,degenerate,v,0.31712
63194,degeneration,n,-0.204023501
63204,degrade,v,-7.461513216
63257,deity,n,-0.31712
63273,delay,n,-2.48832
63274,delay,v,-5.46496
63282,delectation,n,-0.518646272
63283,delegacy,n,-0.31712
63288,delete,v,0.63424
63290,deletion,n,0.31712
63304,delicacy,n,5.46496
63306,delicately,r,-0.31712
63312,delight,n,-0.246614938
63313,delight,v,6.95328
63327,delinquency,n,-2.48832
63335,delirium,n,-6.95328
63342,deliverance,n,-0.31712
63367,deluge,n,-3.97664
63368,deluge,v,0.31712
63369,delusion,n,-2.48832
63410,demean,v,-7.753815859
63424,demerit,n,0.63424
63430,demilitarise,v,0.375532032
63431,demilitarize,v,0.014197146
63439,demise,n,-3.97664
63471,demolish,v,-6.95328
63474,demolition,n,0.31712
63475,demon,n,-6.95328
63506,demoralise,v,1.738151424
63510,demoralize,v,-5.735007539
63513,demote,v,0.31712
63562,denial,n,-1.0
63564,denigrate,v,1.072785408
63584,denounce,v,-3.97664
63597,dent,v,-2.48832
63649,deny,v,-5.46496
63705,depend_on,v,0.375532032
63706,depend_upon,v,0.014197146
63707,dependability,n,-0.607949824
63708,dependable,a,-0.95136
63709,dependableness,n,0.204023501
63711,dependance,n,0.31712
63748,deplete,v,-3.97664
63753,deplore,v,-3.97664
63756,deplumate,v,0.375532032
63757,deplume,v,0.014197146
63762,depone,v,0.832205824
63764,depopulate,v,0.9135744
63771,depose,v,-3.494833459
63784,depravation,n,0.375532032
63785,deprave,v,0.263171953
63787,depravity,n,0.014197146
63788,deprecate,v,0.507556352
63794,depreciate,v,-3.669507482
63796,depreciation,n,-3.97664
63804,depress,v,-5.990035005
63811,depression,n,-2.330637312
63813,depressive_disorder,n,0.499323494
63820,deprive,v,-3.97664
63829,deputation,n,-0.31712
63835,deracinate,v,0.31712
63839,derange,v,0.31712
63841,derangement,n,0.31712
63852,dereliction,n,0.31712
63855,deride,v,-2.48832
63856,derision,n,-3.97664
63891,derogate,v,-0.640464794
63892,derogation,n,0.31712
63896,derriere,n,0.31712
63918,descendants,n,-0.31712
63928,descent,n,0.31712
63943,descry,v,2.48832
63944,desecrate,v,0.31712
63961,desert,v,-4.672192
63986,desertion,n,-3.97664
63988,deserve,v,3.97664
63990,deservedly,r,2.48832
63992,deservingness,n,-0.31712
64028,desist,v,0.31712
64043,desolate,v,1.90678272
64045,desolation,n,-5.46496
64049,despair,n,-7.461513216
64050,despair,v,-2.48832
64062,desperation,n,-7.753815859
64068,despise,v,-2.48832
64071,despite,n,0.95136
64074,despoil,v,0.63424
64100,destabilise,v,0.375532032
64102,destabilize,v,0.014197146
64115,destroy,v,-5.46496
64124,destruction,n,-8.079640576
64146,detachment,n,-2.48832
64154,detain,v,-5.46496
64177,deter,v,-3.97664
64184,deteriorate,v,0.31712
64206,deterrent,n,-6.95328
64209,detest,v,-3.97664
64218,detonate,v,0.31712
64221,detonation,n,0.31712
64231,detract,v,-2.48832
64242,detriment,n,0.31712
64246,detritus,n,0.31712
64249,deuce,n,0.31712
64252,deucedly,r,0.50501376
64260,devaluate,v,0.375532032
64262,devalue,v,0.014197146
64264,devastate,v,-5.46496
64266,devastation,n,-9.495568691
64283,deviance,n,0.507556352
64287,deviate,n,0.31712
64288,deviate,v,-3.97664
64291,deviation,n,-3.669507482
64298,devil,n,-6.95328
64299,devil,v,0.63424
64328,devilish,r,-2.20711936
64329,devilishly,r,0.278217728
64331,devilment,n,0.382960305
64332,devilry,n,-0.012642818
64333,deviltry,n,-0.089510496
64355,devolve_on,v,0.31712
64357,devote,v,3.97664
64360,devotedness,n,-0.416102912
64361,devotee,n,-0.31712
64362,devotion,n,2.24741673
64382,dexterity,n,2.48832
64422,diabolically,r,-0.281116058
64461,diagram,v,0.31712
64616,dickens,n,0.31712
64617,dicker,v,-0.31712
64623,dickhead,n,0.31712
64642,dictate,v,-3.97664
64664,didactics,n,-0.31712
64681,die_away,v,0.31712
64731,differ,v,-2.48832
64734,difference_of_opinion,n,0.63424
64755,differentiation,n,-0.31712
64759,difficultness,n,0.599009792
64760,difficulty,n,-5.091598234
64761,diffidence,n,0.31712
64790,digest,v,-1.26848
64850,dignify,v,2.48832
64853,dignity,n,3.97664
64857,digress,v,0.63424
64858,digression,n,0.63424
64872,dilapidate,v,0.63424
64874,dilapidation,n,0.31712
64877,dilate,v,-0.31712
64882,dilatoriness,n,0.31712
64886,dilemma,n,-3.97664
64902,dilly-dally,v,0.375532032
64904,dillydally,v,0.014197146
64909,dilute,v,0.63424
64915,dim,v,-5.46496
64938,diminution,n,0.95136
64955,din,n,-5.46496
65134,directly,r,-0.31712
65135,directness,n,-0.31712
65152,dirt,n,-5.46496
65160,dirty,v,0.31712
65164,dirty_dog,n,0.63424
65168,dirty_money,n,-0.31712
65175,dirty_word,n,0.31712
65184,disable,v,-3.752728064
65187,disablement,n,0.31712
65194,disadvantage,n,-2.48832
65198,disadvantageously,r,0.31712
65199,disaffect,v,0.31712
65201,disaffection,n,0.31712
65202,disaffirmation,n,0.31712
65211,disagreement,n,-3.97664
65212,disallow,v,0.95136
65219,disappoint,v,-2.48832
65224,disappointment,n,-2.48832
65225,disapprobation,n,0.31712
65226,disapproval,n,-3.97664
65227,disapprove,v,-5.46496
65230,disarm,v,-2.48832
65238,disarray,n,0.31712
65241,disarticulate,v,0.037479424
65244,disassociate,v,0.354599424
65245,disassociation,n,0.31712
65247,disaster,n,-8.4416
65251,disavow,v,-2.48832
65253,disavowal,n,-2.330637312
65258,disbelief,n,-2.48832
65259,disbelieve,v,0.31586859
65265,disbursal,n,0.375532032
65267,disbursement,n,0.014197146
65285,disceptation,n,0.31712
65286,discern,v,3.97664
65291,discernment,n,-1.26848
65293,discharge,n,-2.48832
65294,discharge,v,-2.48832
65308,disclaim,v,-2.48832
65309,disclaimer,n,0.499323494
65316,disco_biscuit,n,-0.31712
65329,discombobulate,v,0.95136
65331,discombobulation,n,0.31712
65332,discomfit,v,0.542465836
65335,discomfiture,n,-0.01665116
65336,discomfort,n,-6.95328
65337,discommode,v,0.31712
65338,discompose,v,0.027055303
65340,discomposure,n,0.161921085
65343,disconcert,v,0.094246158
65347,disconcertion,n,-0.239659243
65348,disconcertment,n,-0.032234461
65351,disconnect,v,0.31712
65359,discontent,n,0.159505531
65363,discontentedness,n,0.039698121
65364,discontentment,n,0.183756653
65371,discord,n,0.232417792
65373,discordance,n,-0.218220646
65387,discourage,v,-6.95328
65389,discouragement,n,-3.752728064
65393,discourse,v,-0.416102912
65396,discourtesy,n,0.31712
65401,discoverer,n,-0.31712
65404,discredit,v,-1.777629316
65410,discreetness,n,-1.248308736
65415,discretion,n,4.742250189
65421,discriminate,v,-2.48832
65432,discuss,v,2.24741673
65436,disdain,n,-5.46496
65437,disdain,v,0.63424
65440,disdainfulness,n,0.31712
65441,disease,n,-2.48832
65445,diseased_person,n,0.31712
65456,disembroil,v,-0.029685817
65457,disenable,v,0.673997517
65458,disenchant,v,0.232417792
65462,disencumber,v,-0.116233646
65466,disengage,v,-0.31712
65467,disengagement,n,0.31712
65468,disentangle,v,-0.116294001
65477,disfavor,n,0.375532032
65479,disfavour,n,0.014197146
65492,disgorge,v,0.31712
65493,disgorgement,n,0.31712
65494,disgrace,n,-3.97664
65495,disgrace,v,1.870268271
65503,disguise,n,-2.48832
65506,disgust,n,-2.48832
65507,disgust,v,-3.97664
65519,dish_out,v,0.607949824
65523,dish_up,v,-0.204023501
65534,disheartenment,n,0.673997517
65540,dishonest,a,0.237449216
65543,dishonor,n,0.232417792
65544,dishonor,v,-5.444615693
65545,dishonorable,a,-0.18434775
65550,dishonour,n,-0.218220646
65551,dishonour,v,0.193495669
65552,dishonourable,a,0.132474491
65568,disillusion,v,-0.218220646
65589,disinherit,v,0.31712
65593,disintegrate,v,0.63424
65594,disintegration,n,0.95136
65597,disinterest,n,-2.48832
65604,disinvolve,v,0.200999186
65605,disjoin,v,0.037479424
65608,disjoint,v,-0.06064087
65639,dislike,n,0.31712
65640,dislike,v,-2.48832
65644,dislocation,n,0.690463232
65645,dislodge,v,-0.31712
65659,dismay,v,1.5856
65664,dismiss,v,-6.95328
65665,dismissal,n,0.375532032
65668,dismission,n,0.014197146
65672,disobedience,n,-3.97664
65676,disoblige,v,0.63424
65678,disorder,n,-3.752728064
65679,disorder,v,1.165676447
65681,disorderliness,n,0.673997517
65686,disorganise,v,0.14311424
65689,disorganize,v,0.232417792
65698,disown,v,0.63424
65701,disparage,v,0.63424
65702,disparagement,n,0.232417792
65719,dispel,v,-2.330637312
65720,dispensability,n,-3.752728064
65722,dispensableness,n,0.673997517
65725,dispense,v,-2.330637312
65739,dispirit,v,0.63424
65744,displace,v,-3.97664
65759,displease,v,-2.48832
65763,displeasure,n,-2.48832
65764,displume,v,0.31712
65765,disport,v,-0.233196032
65769,disposal,n,-2.48832
65771,dispose,v,-2.48832
65778,dispraise,n,-0.218220646
65785,disprove,v,-2.48832
65789,disputation,n,0.31712
65793,dispute,n,-3.97664
65794,dispute,v,-5.46496
65800,disquiet,n,0.63424
65801,disquiet,v,0.540142494
65805,disquietude,n,0.31712
65807,disregard,n,0.31712
65808,disregard,v,-6.95328
65810,disregarding,r,0.375532032
65811,disregardless,r,0.014197146
65819,disrespect,n,0.31712
65820,disrespect,v,0.31712
65824,disrupt,v,-3.97664
65827,disruption,n,-6.513688986
65830,diss,v,0.31712
65831,dissatisfaction,n,-2.48832
65834,dissatisfy,v,-2.48832
65838,dissemble,v,0.63424
65839,dissembler,n,0.31712
65840,dissembling,n,0.95136
65849,dissent,n,-5.46496
65850,dissent,v,0.63424
65859,dissever,v,0.403809564
65871,dissimulation,n,0.63424
65873,dissimulator,n,0.31712
65874,dissipate,v,0.499323494
65876,dissipation,n,1.041737728
65878,dissociate,v,0.851194333
65888,dissolution,n,-1.766039757
65896,dissolving,n,0.361874678
65898,dissonance,n,0.95136
65901,dissuade,v,0.31712
65916,distaste,n,0.63424
65927,distil,v,-0.14311424
65928,distill,v,-0.232417792
65936,distinction,n,3.97664
65943,distinguish,v,3.97664
65948,distort,v,-5.46496
65951,distorted_shape,n,0.416102912
65952,distortion,n,-2.24741673
65954,distract,v,-4.365661741
65957,distraction,n,-2.48832
65959,distraint,n,0.507556352
65962,distress,n,-3.669507482
65963,distress,v,-2.48832
65969,distressfulness,n,-0.31712
66001,distrust,v,0.95136
66005,disturb,v,-9.92992
66006,disturbance,n,-9.92992
66015,disunite,v,0.194537749
66018,disuse,n,0.31712
66053,divagate,v,0.31712
66054,divagation,n,0.63424
66067,diverge,v,0.31712
66068,divergence,n,0.464835584
66069,divergency,n,-0.436441293
66082,diversify,v,-0.31712
66083,diversion,n,-2.330637312
66085,diversionary_attack,n,0.499323494
66089,divert,v,-2.596764774
66097,divest,v,0.31712
66102,divide,v,-1.916165321
66114,divine,v,2.48832
66115,divine_guidance,n,-0.31712
66118,divine_revelation,n,-0.31712
66133,divinity,n,2.330637312
66134,divinity_fudge,n,-0.499323494
66138,division,n,-2.48832
66166,divorce,n,-2.330637312
66167,divorce,v,-1.753784646
66173,divorcement,n,0.499323494
66175,divulge,v,0.63424
66179,divvy_up,v,-0.31712
66204,do-nothing,n,0.31712
66208,do_away_with,v,0.63424
66211,do_good,v,-0.31712
66212,do_in,v,0.95136
66213,do_it,v,0.31712
66269,documental,a,-0.14311424
66270,documentary,a,-0.232417792
66273,documentation,n,-0.31712
66284,dodge,n,0.661760512
66285,dodge,v,0.63424
66287,dodging,n,0.47903273
66295,dog,v,0.31712
66342,dogfight,n,0.63424
66348,doggedness,n,-0.63424
66392,doldrums,n,-2.48832
66394,dole_out,v,0.499323494
66472,domesticate,v,-0.566716958
66477,domesticise,v,0.24874041
66479,domesticize,v,0.126680053
66480,domicile,n,-0.31712
66485,dominance,n,5.46496
66490,dominate,v,-3.97664
66493,domination,n,-1.0
66512,don,v,0.31712
66514,donate,v,2.48832
66515,donation,n,3.97664
66519,donee,n,-0.31712
66523,donjon,n,0.31712
66547,doom,n,-5.719760384
66548,doom,v,-5.46496
66551,doomsday,n,-6.663712461
66579,dope,n,-3.97664
66591,dork,n,0.31712
66614,dorsum,n,-0.31712
66643,dote,v,2.48832
66652,dotty,a,0.31712
66672,double-crosser,n,0.375532032
66675,double-dealer,n,0.014197146
66679,double-dyed,a,-0.31712
66790,doubt,n,-2.330637312
66791,doubt,v,-2.48832
66795,doubtfulness,n,0.499323494
66840,dower,v,-0.31712
66848,down,v,-0.089303552
66866,downfall,n,-3.97664
66881,downpour,n,0.63424
66891,downslope,n,0.31712
66989,drag,v,-1.951970235
66993,drag_in,v,0.514596088
66994,drag_on,v,0.588644687
